"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
5411600180,"20141224T000000",715000,4,2.5,2970,5722,2,0,0,3,9,2970,0,2005,0,98074,47.6134,-122.042,3940,4848
7214780050,"20150420T000000",623000,4,2.5,2710,49044,2,0,0,3,9,2710,0,1988,0,98077,47.774,-122.08,2560,38190
2408600160,"20150228T000000",352000,4,2.5,1252,25002,1,0,0,3,8,992,260,1996,0,98001,47.3216,-122.291,1860,25002
3438500037,"20150405T000000",545000,5,4,1680,7268,1,0,0,3,8,1370,310,2008,0,98106,47.5571,-122.356,2040,8259
5592900205,"20150409T000000",380000,2,1.75,1800,7191,1,0,3,4,7,990,810,1952,0,98056,47.4828,-122.191,1940,7400
3630110340,"20150107T000000",728725,4,2.5,3010,3120,2.5,0,2,3,8,3010,0,2006,0,98029,47.5539,-121.996,2140,3840
8682220150,"20140606T000000",835000,2,2,2280,6815,1,0,0,3,8,2280,0,2002,0,98053,47.7103,-122.027,2280,6750
3295710150,"20141015T000000",270000,3,2.5,1660,5550,2,0,0,3,7,1660,0,2002,0,98198,47.375,-122.304,1810,5550
3578401770,"20150226T000000",400000,3,1,1410,9704,1,0,0,3,8,1140,270,1983,0,98074,47.6203,-122.036,1910,13639
1777600850,"20140624T000000",859000,4,2.25,3550,13900,1,0,0,3,8,1830,1720,2010,0,98006,47.5681,-122.127,2770,12200
8563000300,"20140915T000000",675000,4,2.25,2260,8715,1,0,0,4,8,1530,730,1976,0,98008,47.6237,-122.106,2220,8650
629811360,"20141205T000000",690000,4,2.5,2740,8120,2,0,0,3,9,2740,0,1999,0,98074,47.6123,-122.006,2780,8344
650000030,"20141017T000000",745000,3,1,1390,9112,1,0,0,4,7,1390,0,1951,0,98004,47.6071,-122.197,2290,9112
686300420,"20140623T000000",590000,4,2.5,3220,7875,1.5,0,0,4,8,3220,0,1966,0,98008,47.626,-122.12,1600,7875
2641400160,"20141205T000000",340000,4,2.5,2380,7850,2,0,0,3,8,2380,0,1995,0,98055,47.4356,-122.201,1940,7334
6127600036,"20141105T000000",799000,4,2.75,2390,6820,2,0,0,4,7,2140,250,1945,0,98115,47.6788,-122.27,1980,6820
4013800131,"20140807T000000",267500,2,1,1747,12250,2.5,0,0,4,6,1747,0,1948,0,98001,47.3282,-122.285,1620,10300
8677300550,"20140515T000000",592500,4,2.5,2240,12032,1,0,0,3,9,2240,0,1983,0,98074,47.6143,-122.017,2520,12368
5072400100,"20150413T000000",571000,4,2.25,2290,9900,1,0,2,4,8,1550,740,1959,0,98166,47.4434,-122.343,2320,9900
2770604346,"20140705T000000",499000,3,2.5,1540,1326,3,0,0,3,8,1390,150,1995,0,98119,47.6457,-122.374,1680,1592
8141310030,"20140730T000000",256703,3,2,1670,4441,1,0,0,3,7,1670,0,2014,0,98022,47.1948,-121.975,1670,4622
2571900430,"20140923T000000",315000,4,2.5,2740,8400,1.5,0,2,3,8,2740,0,1993,0,98022,47.1947,-122.008,2030,8638
8965450190,"20150218T000000",295000,3,2.5,1500,3060,2,0,0,3,7,1500,0,1994,0,98006,47.5605,-122.117,2700,7734
7262200150,"20150121T000000",315000,2,1,970,18557,1,0,0,3,6,970,0,1939,0,98146,47.5116,-122.37,1150,7200
2008000130,"20140818T000000",360500,3,2.5,3300,11525,1,0,0,5,8,1650,1650,1961,0,98198,47.4113,-122.315,1950,9680
1446401460,"20150422T000000",122000,2,1,760,5280,1,0,0,3,6,760,0,1946,0,98168,47.483,-122.33,1710,6594
7889600080,"20150219T000000",208000,3,1,1050,6240,1,0,0,5,5,1050,0,1948,0,98146,47.4933,-122.338,1410,6240
2428100080,"20141001T000000",1061600,4,3,2990,6695,2,0,0,3,10,2990,0,2014,0,98075,47.5817,-122.047,2760,6600
1761300850,"20141217T000000",271000,4,1.75,1710,7200,1,0,0,5,7,910,800,1975,0,98031,47.3967,-122.174,1730,7200
6147650300,"20141016T000000",270000,3,2.25,2100,14027,2,0,0,3,8,2100,0,1979,0,98042,47.3833,-122.1,2730,5999
3500100226,"20141229T000000",340895,2,1,920,8612,1,0,0,5,7,920,0,1947,0,98155,47.734,-122.301,1500,7956
1864900230,"20140626T000000",315000,4,2.5,1940,10200,1,0,0,4,8,1140,800,1977,0,98042,47.4157,-122.161,1920,12600
2547200240,"20140622T000000",687000,4,2.5,2370,10083,2,0,0,5,8,2370,0,1966,0,98033,47.6715,-122.166,2370,10133
4038700730,"20141230T000000",621000,4,2.75,1950,6930,1,0,2,4,7,1250,700,1960,0,98008,47.616,-122.113,1950,8560
2013801086,"20150513T000000",245000,3,1.5,1340,7391,1,0,0,4,7,1340,0,1966,0,98198,47.3837,-122.317,1300,7391
7575620640,"20141219T000000",329000,3,2,1840,6755,1,0,2,3,8,1840,0,1989,0,98003,47.3512,-122.305,1790,6459
3649100031,"20150305T000000",345000,4,1,2020,18150,1,0,0,4,7,2020,0,1955,0,98028,47.739,-122.249,1530,11970
9521101455,"20140723T000000",548000,2,1,1470,3864,1,0,0,4,7,1170,300,1916,0,98103,47.6638,-122.345,1570,3864
2126049290,"20150220T000000",522500,4,3,2370,8154,1,0,0,3,7,1380,990,1977,0,98125,47.7258,-122.306,2100,8148
2538410140,"20140808T000000",330000,5,2.5,2600,3839,2,0,0,3,7,2600,0,2005,0,98058,47.4324,-122.145,2180,4800
1473120390,"20141224T000000",439000,4,2.5,2690,9551,2,0,0,3,9,2690,0,1992,0,98058,47.4343,-122.156,2890,9121
5101402312,"20150423T000000",485000,3,1,1260,7250,1,0,2,3,7,960,300,1940,0,98115,47.6947,-122.311,1540,7250
5341600030,"20140509T000000",255000,2,1,960,28717,1,0,0,4,6,960,0,1984,0,98070,47.3356,-122.502,1860,28717
1231001090,"20140724T000000",362362,2,1,710,4000,1,0,0,3,6,710,0,1909,0,98118,47.5535,-122.269,960,4000
7303200450,"20150408T000000",242000,3,1.75,1500,7560,1,0,0,3,7,1500,0,1979,0,98003,47.3467,-122.296,1500,7560
7283900010,"20150223T000000",350000,3,1,1080,7000,1,0,0,4,6,1080,0,1916,0,98133,47.7637,-122.351,1410,7214
1407300012,"20150128T000000",400000,2,2,1050,1173,2,0,0,3,8,720,330,2004,0,98122,47.6181,-122.302,1340,1317
3342100685,"20140625T000000",283000,3,1,890,8400,1,0,0,4,6,890,0,1954,0,98056,47.5168,-122.204,1850,5565
3296000040,"20140923T000000",542000,3,2.5,1990,15985,1,0,0,3,8,1540,450,1964,0,98007,47.6205,-122.141,2470,10125
4029400080,"20150406T000000",383000,4,2.5,1850,8310,1,0,0,3,7,1200,650,1962,0,98155,47.7717,-122.29,1840,10080
2481630290,"20140626T000000",879000,4,2.75,4230,31747,2,0,0,4,10,4230,0,1985,0,98072,47.731,-122.132,4080,35576
1423069063,"20140711T000000",464950,4,2.5,2230,64438,1,0,0,4,7,1230,1000,1978,0,98027,47.4754,-122.007,2230,71002
5229300085,"20150411T000000",600000,3,2.25,2680,98445,1,0,0,5,8,2680,0,1962,0,98059,47.5015,-122.108,2340,98445
1607100038,"20140921T000000",500000,4,3.25,2670,5001,1,0,0,3,9,1640,1030,2013,0,98108,47.5666,-122.293,1610,5001
5416300230,"20140717T000000",775000,4,3.5,4130,77832,2,0,2,3,10,4130,0,2011,0,98042,47.3229,-122.045,4130,87476
302000065,"20150129T000000",184000,3,1,970,14850,1,0,0,3,7,970,0,1968,0,98001,47.3251,-122.268,1410,14850
293720140,"20140605T000000",449950,3,2.5,2170,4912,2,0,0,3,7,2170,0,2003,0,98028,47.7767,-122.239,2010,4395
1778350160,"20140710T000000",847700,5,3.25,4230,10260,2,0,0,3,10,3860,370,1996,0,98027,47.5503,-122.081,2980,10997
2725079018,"20140509T000000",800000,4,3.25,3540,159430,2,0,0,3,9,3540,0,2007,0,98014,47.6285,-121.899,1940,392040
7338000150,"20150129T000000",160000,2,1,1070,4200,1,0,0,4,6,1070,0,1983,0,98002,47.3336,-122.215,1150,4200
6378500105,"20141224T000000",415000,2,1,1510,6807,1,0,0,3,7,1090,420,1939,0,98133,47.711,-122.353,1460,6807
3356403400,"20140724T000000",159000,3,1,1360,20000,1,0,0,4,7,1360,0,1953,0,98001,47.2861,-122.253,1530,9997
2523069146,"20140623T000000",349900,3,2,2420,38781,1,0,0,5,7,1210,1210,1949,0,98027,47.4511,-121.976,2650,88426
2133010110,"20150508T000000",455000,4,2.5,1770,13168,2,0,0,3,7,1770,0,1990,0,98019,47.7306,-121.966,2050,14859
9136100420,"20150408T000000",767500,4,2,2350,4815,1.5,0,0,4,7,1450,900,1914,0,98103,47.6681,-122.338,1640,4013
250000320,"20140929T000000",626000,4,1.75,1350,9293,1,0,0,4,7,1350,0,1954,0,98004,47.6335,-122.196,1890,9293
1887500045,"20141226T000000",247500,4,2,2460,5921,1,0,0,4,7,1230,1230,1948,0,98002,47.308,-122.209,1260,6648
2738650030,"20150511T000000",552500,3,2.5,2450,3582,2,0,0,3,9,2450,0,2008,0,98072,47.7749,-122.159,2490,5449
8731990370,"20150422T000000",374950,4,3,2540,8800,1,0,1,3,9,1620,920,1977,0,98023,47.3204,-122.387,2540,8800
6648150090,"20150108T000000",1195000,4,4,4050,9517,2,0,0,3,11,3360,690,1990,0,98040,47.5769,-122.215,3330,9436
7714000340,"20140619T000000",360000,4,2.5,2850,4650,2,0,0,3,8,2850,0,2004,0,98038,47.3552,-122.026,2850,4650
3279000370,"20150202T000000",279000,3,2.5,1500,7350,1,0,0,2,7,1060,440,1979,0,98023,47.3025,-122.382,1390,7770
2641400290,"20141028T000000",349000,4,2.5,1800,7620,2,0,0,3,8,1800,0,1995,0,98055,47.4346,-122.201,1800,6879
1774000720,"20140620T000000",425000,3,2.25,1790,10209,1,0,0,3,7,1290,500,1967,0,98072,47.7492,-122.086,1840,9900
7202331220,"20140721T000000",635000,6,2.5,3880,5700,2,0,0,3,7,3880,0,2003,0,98053,47.6816,-122.038,2620,5070
9523102580,"20140523T000000",599000,3,2.75,1960,2500,1.5,0,0,5,7,1410,550,1926,0,98103,47.6744,-122.353,2040,5000
5244801230,"20140829T000000",682000,5,2.25,2120,4000,1.5,0,0,4,7,1720,400,1910,0,98109,47.644,-122.353,1960,4000
921049141,"20141201T000000",645000,3,2.25,3280,79279,1,0,0,3,10,3280,0,2001,0,98003,47.3207,-122.293,1860,24008
8077210230,"20141212T000000",645000,4,2.5,2340,8955,2,0,0,3,9,2340,0,1990,0,98074,47.6283,-122.026,2340,8955
3825310760,"20141229T000000",714000,4,2.5,3230,7766,2,0,0,3,9,3230,0,2005,0,98052,47.7069,-122.131,3740,8344
8965400210,"20140701T000000",820000,3,2.25,2880,9750,2,0,0,3,10,2880,0,1989,0,98006,47.5575,-122.119,2920,11090
1330900050,"20150421T000000",550000,3,2.25,1850,37264,2,0,0,3,8,1850,0,1981,0,98053,47.6486,-122.035,2390,36036
9272201704,"20140512T000000",369000,2,2.5,980,895,2,0,0,3,8,670,310,2009,0,98116,47.5874,-122.386,980,899
4140930010,"20140919T000000",739000,4,2.5,2780,6737,2,0,0,3,9,2780,0,2002,0,98006,47.5656,-122.122,2750,7950
2331300025,"20150311T000000",967000,4,3.25,1860,4356,2,0,0,3,9,1860,0,1917,2005,98103,47.6785,-122.351,1860,4356
1061500360,"20141016T000000",287000,5,1.5,2040,11772,1,0,0,4,7,1030,1010,1963,0,98056,47.5015,-122.166,1560,9435
3066410850,"20140709T000000",594950,4,2.5,2720,10006,2,0,0,3,9,2720,0,1989,0,98074,47.6295,-122.042,2720,10759
3959400400,"20140709T000000",569000,3,3.25,2220,8227,1.5,0,0,5,8,1770,450,1929,0,98108,47.5665,-122.316,1750,4800
8567450220,"20140818T000000",550000,4,2.5,2890,9045,2,0,0,3,8,2890,0,2001,0,98019,47.7385,-121.965,2840,10114
2787311480,"20140929T000000",253000,3,1.75,1570,7416,1,0,0,4,7,1570,0,1971,0,98031,47.4117,-122.174,1900,7416
9828702265,"20140506T000000",500000,3,2.5,1480,1171,3,0,0,3,8,1480,0,2006,0,98112,47.62,-122.3,1480,1231
1861100267,"20140918T000000",580000,3,2.75,1430,1521,2,0,0,3,9,1130,300,2009,0,98119,47.6353,-122.371,1930,2700
8901001170,"20140514T000000",458000,3,1,1660,7500,1,0,0,4,7,1060,600,1940,0,98125,47.7105,-122.306,1450,7500
2346800461,"20140613T000000",1120000,5,1.5,2540,6660,2,0,3,4,8,2340,200,1954,0,98136,47.5144,-122.393,2460,9000
9542830440,"20150330T000000",340000,4,2.5,2090,4200,2,0,0,3,7,2090,0,2007,0,98038,47.3659,-122.017,2090,4200
1972200660,"20150415T000000",465000,2,1.5,1120,1201,3,0,0,3,8,1120,0,1999,0,98103,47.6524,-122.353,1370,1298
2848700585,"20150424T000000",255000,1,1,810,5000,1,0,1,3,7,590,220,1936,0,98106,47.5696,-122.36,1920,5000
7613700660,"20150326T000000",758800,5,2.25,1750,5000,1,0,0,3,8,960,790,1940,0,98105,47.6589,-122.276,2580,5000
5634500179,"20141215T000000",424500,4,1.5,1830,6985,1,0,0,3,7,1080,750,1967,0,98028,47.7494,-122.236,1650,9501
2095800250,"20140827T000000",475226,3,2.5,2120,4512,2,0,0,3,8,2120,0,1988,0,98011,47.75,-122.183,2000,4553
1788800630,"20141029T000000",96500,3,1,840,12091,1,0,0,3,6,840,0,1959,0,98023,47.3281,-122.343,840,9324
8651442440,"20141023T000000",164000,4,1,1530,4875,2,0,0,3,7,1530,0,1977,0,98042,47.3638,-122.091,1470,4875
924069042,"20141125T000000",775000,3,2,1160,13747,1,0,0,5,5,580,580,1931,0,98075,47.585,-122.051,2961,16320
4365700130,"20150325T000000",210000,3,1,1660,7440,1,0,0,3,7,1270,390,1957,0,98106,47.5242,-122.362,1540,7440
1189000030,"20140603T000000",650000,5,2.75,2550,5040,1.5,0,0,5,8,2550,0,1902,0,98122,47.6136,-122.299,1590,3840
3342103282,"20141017T000000",825000,2,1,1240,42247,1,0,1,4,7,1240,0,1915,0,98056,47.5169,-122.201,1550,12459
6699930530,"20150325T000000",373500,4,2.5,2610,4978,2,0,0,3,8,2610,0,2004,0,98038,47.3438,-122.04,2470,5024
7147600220,"20140626T000000",230000,3,1,1060,9946,1,0,0,4,7,1060,0,1956,0,98188,47.4432,-122.282,1310,10619
8605900060,"20140603T000000",545000,3,1.75,1810,3000,1.5,0,0,4,7,1810,0,1903,0,98107,47.6599,-122.363,1140,3000
2937300440,"20140908T000000",923990,4,2.5,3600,6055,2,0,0,3,9,3600,0,2014,0,98052,47.7053,-122.126,3590,6050
7939000090,"20140929T000000",355000,4,1.75,2040,15000,1,0,0,4,7,1360,680,1967,0,98092,47.3107,-122.189,2310,15000
7227500450,"20140909T000000",222900,2,1,860,5800,1,0,0,5,5,860,0,1942,0,98056,47.4979,-122.183,900,6000
1828001130,"20140617T000000",545000,4,2.25,2030,11585,1,0,0,4,7,1590,440,1967,0,98052,47.6561,-122.13,1960,8977
3845101070,"20150428T000000",425996,4,2.5,2568,5000,2,0,0,3,9,2568,0,2014,0,98092,47.2596,-122.194,2547,4500
3278611600,"20140714T000000",379900,3,2.5,1800,2791,2,0,0,3,8,1800,0,2011,0,98126,47.5442,-122.371,1580,2617
2426049180,"20141014T000000",515100,3,2.5,2074,4900,2,0,0,3,8,2074,0,1997,0,98034,47.7327,-122.233,1840,7382
8138870470,"20140707T000000",494815,3,2.5,1910,2091,2,0,0,3,8,1910,0,2014,0,98029,47.5445,-122.013,1630,1546
4137000460,"20150225T000000",249000,3,1.75,1520,7500,1,0,0,3,8,1520,0,1985,0,98092,47.2646,-122.219,2180,7506
7214790110,"20140613T000000",665000,4,2.5,2790,43091,2,0,0,4,9,2790,0,1989,0,98077,47.7759,-122.08,2750,35290
3585300194,"20150324T000000",1400000,5,3.25,4140,32700,1,0,4,3,10,2190,1950,1973,0,98177,47.7633,-122.369,3220,22077
9346700030,"20150223T000000",685000,4,2,2260,10800,1,0,0,3,9,2260,0,1978,0,98007,47.6124,-122.153,2650,9900
2783100230,"20150512T000000",530000,4,2.25,1940,8270,2,0,0,5,7,1940,0,1962,0,98133,47.7567,-122.333,1800,7743
8682231170,"20150429T000000",554000,2,2,1920,6045,1,0,0,3,8,1920,0,2003,0,98053,47.7107,-122.031,1670,5200
7132300540,"20150508T000000",450000,2,2,1730,4248,2,0,0,3,7,1730,0,1905,0,98144,47.5933,-122.308,1380,4000
8121100415,"20140530T000000",735000,4,3,2840,4120,1.5,0,0,4,8,2060,780,1931,0,98118,47.5683,-122.283,1840,5871
104510180,"20150211T000000",230000,3,2.25,1500,7210,1,0,0,3,7,1150,350,1984,0,98023,47.3124,-122.352,1500,7210
4137010010,"20150416T000000",324900,3,2.25,2080,9740,2,0,0,3,8,2080,0,1988,0,98092,47.261,-122.219,2080,8705
930000470,"20140527T000000",675000,3,2.5,2540,7680,2,0,1,4,9,2540,0,1940,2001,98177,47.7175,-122.364,2490,7680
7384500110,"20140723T000000",685000,3,2.5,3450,8000,3,0,0,4,8,2970,480,1927,1975,98116,47.5605,-122.402,1880,6135
390100060,"20150421T000000",325000,3,1,1040,7541,1,0,0,3,6,1040,0,1951,0,98133,47.7565,-122.339,1140,6100
1105000588,"20150421T000000",349500,3,1,1400,3538,1,0,0,3,7,800,600,1953,0,98118,47.5405,-122.27,1620,6331
2402100895,"20140625T000000",640000,33,1.75,1620,6000,1,0,0,5,7,1040,580,1947,0,98103,47.6878,-122.331,1330,4700
4083301120,"20150422T000000",705000,3,1,1440,2618,1.5,0,0,4,7,1440,0,1906,0,98103,47.6582,-122.336,1850,3990
6918730130,"20140721T000000",360000,3,1.75,1330,7482,1,0,0,4,7,1330,0,1975,0,98034,47.7322,-122.207,1480,8096
1180500100,"20140924T000000",353000,4,2.75,1920,4627,1,0,0,3,8,1010,910,1998,0,98178,47.5003,-122.23,1910,7210
686200510,"20141122T000000",643000,3,2.75,2030,7700,1,0,0,5,8,1400,630,1965,0,98008,47.626,-122.112,1780,8160
6746700605,"20150128T000000",530000,5,1.75,1570,3000,2,0,0,4,7,1570,0,1908,0,98105,47.6677,-122.316,1610,3000
3655500030,"20150403T000000",719000,3,3.5,2540,10578,2,0,1,3,9,2010,530,2014,0,98006,47.547,-122.192,3240,9831
2473000410,"20150408T000000",479950,4,2.25,2570,11070,2,0,0,4,8,2570,0,1966,0,98058,47.4507,-122.152,2210,9600
2724079014,"20150331T000000",721500,3,3.25,2970,234788,2,0,3,3,9,2040,930,1991,0,98024,47.5353,-121.897,2970,220413
3546000090,"20150224T000000",199500,3,1.75,1690,8901,1,0,0,3,7,1690,0,1986,0,98030,47.3546,-122.176,1690,7532
7905380080,"20150226T000000",330000,5,2.5,2620,12763,1,0,0,3,7,1400,1220,1979,0,98034,47.72,-122.213,2390,9156
8129700985,"20150427T000000",700000,3,1.75,1350,4000,1.5,0,0,4,7,1350,0,1925,0,98103,47.6581,-122.354,1880,4000
8682261140,"20140618T000000",564000,2,2,1690,4500,1,0,0,3,8,1690,0,2004,0,98053,47.7133,-122.031,1640,4500
5694500497,"20150116T000000",539900,3,3.25,1300,1325,2,0,0,3,8,1080,220,2005,0,98103,47.6584,-122.346,1290,1323
9238900855,"20150313T000000",700000,2,1,930,5000,1,0,3,3,7,930,0,1926,2013,98136,47.5333,-122.388,1760,5228
2111010760,"20150108T000000",357500,5,3,3270,9146,2,0,0,3,7,3270,0,2002,0,98092,47.3342,-122.169,3200,6300
1105000360,"20150428T000000",320000,3,1.75,1960,11931,1,0,0,3,7,980,980,1954,0,98118,47.5432,-122.272,1460,4498
2597500840,"20140707T000000",209950,3,1.5,1180,7300,1,0,0,4,7,1180,0,1968,0,98002,47.2857,-122.197,2030,8424
7335400500,"20140711T000000",194900,2,1,810,6697,1,0,0,4,6,810,0,1923,0,98002,47.3057,-122.216,1140,6695
8731730590,"20150513T000000",242150,4,1.75,1490,8544,1,0,0,4,7,1490,0,1970,0,98031,47.3894,-122.166,1180,8372
2114700540,"20141021T000000",366000,3,2.5,1320,4320,1,0,0,3,6,660,660,1918,0,98106,47.5327,-122.347,1190,4200
7312400080,"20140714T000000",550000,3,1.75,1680,4800,1,0,0,4,7,1400,280,1960,0,98126,47.5535,-122.377,1540,5000
2268000180,"20150325T000000",230000,3,1,1250,9035,1,0,0,4,7,1250,0,1970,0,98003,47.275,-122.302,1350,10425
513000550,"20140922T000000",650000,3,2,2520,5980,1,0,0,3,8,1790,730,1957,0,98116,47.5767,-122.383,1590,5750
8691300860,"20150421T000000",851000,4,2.5,3130,13202,2,0,0,3,10,3130,0,1996,0,98075,47.5878,-121.976,2840,10470
7899800860,"20150319T000000",259950,2,2,1070,649,2,0,0,3,9,720,350,2008,0,98106,47.5213,-122.357,1070,928
6838000170,"20140829T000000",402000,3,2.5,1520,3425,2,0,0,3,7,1520,0,1986,0,98052,47.6801,-122.161,1640,3425
7237450030,"20141014T000000",419354,5,2.75,2710,4500,2,0,0,3,8,2710,0,2014,0,98038,47.3547,-122.062,2710,4626
1842390130,"20141024T000000",650000,4,2.5,2620,19864,2,0,0,4,8,2620,0,1984,0,98052,47.7014,-122.122,2500,13285
9412710440,"20150422T000000",305000,4,2.75,2030,8600,1,0,0,4,7,1230,800,1977,0,98042,47.3942,-122.16,1810,8600
7520000440,"20150209T000000",214000,3,2,1580,5080,1,0,0,4,6,800,780,1942,0,98146,47.4963,-122.35,1580,7114
1370804446,"20150210T000000",604000,4,1.75,1490,4485,1,0,0,3,8,1350,140,1960,0,98199,47.6388,-122.399,1380,4846
6649900030,"20150505T000000",485000,3,2,1590,11222,1,0,0,4,7,1590,0,1948,0,98177,47.7762,-122.367,2160,16300
1702901340,"20140613T000000",718500,3,2,2910,6600,2,0,0,4,7,1920,990,1900,1988,98118,47.5576,-122.281,1370,5500
1024069063,"20140923T000000",620000,4,2.5,2720,34498,1,0,0,5,7,1360,1360,1966,0,98075,47.5832,-122.02,1920,22474
4077800590,"20150226T000000",635000,4,2.5,2080,11176,1,0,0,5,8,2080,0,1954,0,98125,47.7107,-122.289,1390,7928
4141010050,"20150121T000000",1288000,3,2.5,3240,12625,2,0,0,3,11,3240,0,1987,0,98040,47.5327,-122.232,3470,12331
2330000035,"20140820T000000",710000,3,1.75,1650,10250,1,0,0,5,8,1650,0,1963,0,98005,47.6118,-122.169,2400,10250
5153900080,"20140714T000000",199000,3,1,1510,9100,1,0,0,3,7,1510,0,1966,0,98003,47.3331,-122.319,1180,7220
3293700496,"20141204T000000",450000,4,1.75,1850,7730,1,0,0,5,7,1100,750,1956,0,98133,47.7481,-122.355,2260,8581
3812400789,"20140731T000000",340000,3,2,1460,5715,1,0,0,3,7,1460,0,1957,2014,98118,47.54,-122.276,1400,5715
7905390220,"20140623T000000",449500,3,2.25,1780,7280,1,0,2,3,7,1340,440,1972,0,98034,47.723,-122.215,2060,7280
1042700300,"20140804T000000",829995,5,3.25,3360,6120,2,0,0,3,9,3360,0,2014,0,98074,47.607,-122.053,3230,5398
6123000225,"20140625T000000",260000,3,1.5,1580,8184,1,0,0,3,7,1140,440,1954,0,98148,47.4294,-122.331,1540,9476
41000454,"20140815T000000",130000,2,1,880,9000,1,0,0,3,5,880,0,1928,0,98188,47.4672,-122.291,1410,10000
4045750010,"20150409T000000",624950,3,2.5,2060,4730,2,0,0,4,8,2060,0,1994,0,98033,47.6874,-122.178,1980,5010
5145100460,"20140924T000000",469500,4,2.5,2090,7241,1,0,0,4,7,1140,950,2001,0,98034,47.726,-122.221,1510,7402
321049090,"20140626T000000",254000,5,2,2080,16117,1,0,0,5,7,1740,340,1959,0,98001,47.3424,-122.289,1510,13068
1926049385,"20140729T000000",559950,4,2.5,2650,7200,2,0,0,3,8,2250,400,1979,0,98133,47.7317,-122.354,2110,7269
6893300290,"20141111T000000",457000,3,1.75,1690,6375,1,0,0,3,8,1690,0,1903,2002,98024,47.5247,-121.926,1270,7774
4140100200,"20140808T000000",499000,3,2.25,3010,9600,2,0,0,3,8,2410,600,1978,0,98028,47.7671,-122.263,2620,9660
2473400340,"20140604T000000",320000,3,1.5,1650,9380,1,0,0,5,7,1130,520,1978,0,98058,47.4525,-122.162,1720,8856
3365901435,"20140623T000000",165000,3,1,1200,13100,1,0,0,3,6,1200,0,1943,0,98168,47.475,-122.258,1960,11285
2877100985,"20140623T000000",490000,3,2.25,1470,2500,2,0,0,3,8,1080,390,1984,0,98117,47.6762,-122.36,1640,4300
3426059070,"20140909T000000",570000,3,1.75,2910,37461,1,0,0,4,7,1530,1380,1967,0,98052,47.7015,-122.164,2520,18295
7657000085,"20150202T000000",218000,2,1.5,2010,7755,2,0,0,3,7,2010,0,1952,0,98178,47.4947,-122.233,1360,8037
1099600010,"20140612T000000",210000,4,1.5,1130,7840,1,0,0,4,7,1130,0,1970,0,98023,47.2986,-122.377,1690,7840
1337800284,"20140827T000000",950000,3,2,2250,2975,2,0,0,4,9,1880,370,1905,0,98112,47.6289,-122.309,2690,4800
2345700500,"20141021T000000",375000,4,2.5,2990,6145,2,0,0,3,8,2990,0,2003,0,98003,47.2612,-122.294,2590,6512
7207900080,"20140808T000000",424950,5,3.5,2760,3865,2.5,0,0,3,8,2760,0,2013,0,98056,47.5049,-122.17,2590,4587
1432900150,"20150406T000000",320000,4,1.75,1820,7381,1,0,0,5,7,1150,670,1962,0,98058,47.4567,-122.171,1610,8462
2613200025,"20150313T000000",175000,2,1,1330,28270,1.5,0,0,3,6,1330,0,1925,0,98168,47.4824,-122.274,1210,6926
5694000706,"20140813T000000",535000,3,2.75,1320,1125,3,0,0,3,8,1320,0,2008,0,98103,47.6598,-122.348,1320,1266
6798100652,"20140715T000000",316750,3,2.5,1256,1154,3,0,0,3,7,1256,0,2005,0,98125,47.7146,-122.311,1309,1232
8562400025,"20140916T000000",816000,3,1.5,1180,8545,1,0,0,3,8,1180,0,1952,0,98004,47.624,-122.2,1660,9000
301400800,"20141016T000000",261000,3,2.25,1584,2800,2,0,0,3,7,1584,0,2012,0,98002,47.3451,-122.214,1584,2800
9178600135,"20140826T000000",800000,4,2,2130,2800,1,0,0,5,7,1070,1060,1922,0,98103,47.6545,-122.333,1990,3990
3303950220,"20140831T000000",348450,4,2.5,1950,8628,2,0,0,3,8,1950,0,1994,0,98038,47.3817,-122.035,2210,9019
2141330560,"20140725T000000",671500,4,2.25,2130,8410,2,0,0,4,8,2130,0,1977,0,98006,47.5589,-122.128,2170,8400
3336001946,"20150307T000000",263300,2,1,900,4500,1,0,0,3,7,900,0,1951,0,98118,47.5273,-122.265,1175,5320
4379400220,"20140909T000000",782500,4,2.5,2930,7806,2,0,0,3,9,2930,0,2005,0,98074,47.6219,-122.024,2600,6051
3885806840,"20150316T000000",1065000,3,2.75,2290,5002,2,0,0,4,9,1950,340,1995,0,98033,47.6811,-122.207,2290,5100
3438500430,"20140521T000000",270000,3,1.75,1390,10905,1,0,0,3,6,860,530,1957,0,98106,47.5517,-122.36,1390,10839
7518505851,"20140616T000000",552000,3,1,1120,2300,1,0,0,4,7,820,300,1912,0,98117,47.6797,-122.384,1430,5100
5592900015,"20150116T000000",404600,3,1,1570,7727,1,0,2,4,8,1270,300,1958,0,98056,47.4821,-122.192,2440,7727
2114700530,"20150122T000000",360000,4,1,1460,3840,1.5,0,0,3,8,1340,120,1928,0,98106,47.533,-122.347,990,4200
3179100060,"20140916T000000",880000,4,3.5,2800,6750,2,0,0,3,9,1890,910,1951,2002,98105,47.669,-122.275,2370,6120
1152700220,"20140903T000000",410000,3,2.5,3040,6054,2,0,0,3,9,3040,0,2005,0,98042,47.3508,-122.163,2650,6054
8948500025,"20150425T000000",380000,4,2.5,2400,9398,1,0,0,4,7,1310,1090,1958,0,98056,47.4952,-122.178,1330,8249
